IsCanceled,LeadTime,ArrivalDateYear,ArrivalDateMonth,ArrivalDateWeekNumber,ArrivalDateDayOfMonth,Adults,Children,Country,IsRepeatedGuest,ReservedRoomType,CustomerType,ADR,ticker,hotel,book_id,ArrivalDate
1,8,2017,Jan,4,25,2,0,FRA,0,A               ,Transient,91.8,86,City,CTransient2017January25-86,1/25/2017
1,56,2017,Feb,5,1,2,0,PRT,0,A               ,Transient,60,17,City,CTransient2017February1-17,2/1/2017
1,56,2017,Feb,5,1,2,0,PRT,0,A               ,Transient,60,66,City,CTransient2017February1-66,2/1/2017
1,25,2017,Feb,6,5,2,0,BRA,0,A               ,Transient,74.8,12,City,CTransient2017February5-12,2/5/2017
1,197,2017,Feb,6,7,2,0,ROU,0,A               ,Transient,74.8,8,City,CTransient2017February7-8,2/7/2017
1,580,2017,Feb,6,9,1,0,PRT,0,A               ,Transient,59,1,City,CTransient2017February9-1,2/9/2017
1,64,2017,Feb,6,10,2,0,FRA,0,D               ,Transient,104.4,1,City,CTransient2017February10-1,2/10/2017
1,28,2017,Feb,6,10,3,0,USA,0,D               ,Transient,160,12,City,CTransient2017February10-12,2/10/2017
1,35,2017,Feb,6,10,1,0,GBR,0,A               ,Transient,70.43,36,City,CTransient2017February10-36,2/10/2017
1,35,2017,Feb,6,10,1,0,GBR,0,A               ,Transient,70.43,37,City,CTransient2017February10-37,2/10/2017
1,93,2017,Feb,7,14,2,0,ROU,0,A               ,Transient,74.8,39,City,CTransient2017February14-39,2/14/2017
1,19,2017,Feb,7,15,1,0,PRT,0,D               ,Transient-Party,96.5,3,City,CTransient-Party2017February15-3,2/15/2017
1,587,2017,Feb,7,16,2,0,PRT,0,A               ,Transient,62,12,City,CTransient2017February16-12,2/16/2017
1,35,2017,Feb,7,16,2,0,GBR,0,A               ,Transient,88,28,City,CTransient2017February16-28,2/16/2017
1,276,2017,Feb,7,17,2,2,FRA,0,F               ,Transient,153.9,1,City,CTransient2017February17-1,2/17/2017
1,22,2017,Feb,7,17,2,0,IRL,0,D               ,Transient,118,14,City,CTransient2017February17-14,2/17/2017
1,19,2017,Feb,8,19,2,0,LTU,0,A               ,Transient,69.36,14,City,CTransient2017February19-14,2/19/2017
1,41,2017,Feb,8,20,1,0,PRT,0,A               ,Transient,75,15,City,CTransient2017February20-15,2/20/2017
1,12,2017,Feb,8,20,1,0,ESP,0,A               ,Transient,80,22,City,CTransient2017February20-22,2/20/2017
1,26,2017,Feb,8,20,2,0,FRA,0,A               ,Transient,90,32,City,CTransient2017February20-32,2/20/2017
1,594,2017,Feb,8,23,2,0,PRT,0,A               ,Transient,62,7,City,CTransient2017February23-7,2/23/2017
1,58,2017,Feb,8,23,2,0,PRT,0,A               ,Transient,78,29,City,CTransient2017February23-29,2/23/2017
1,134,2017,Feb,8,25,1,0,PRT,0,A               ,Transient-Party,75,5,City,CTransient-Party2017February25-5,2/25/2017
1,134,2017,Feb,8,25,1,0,PRT,0,A               ,Transient-Party,75,11,City,CTransient-Party2017February25-11,2/25/2017
1,10,2017,Feb,9,27,2,0,FRA,0,A               ,Transient,124.1,22,City,CTransient2017February27-22,2/27/2017
1,11,2017,Feb,9,28,2,0,ROU,0,A               ,Transient,91.8,5,City,CTransient2017February28-5,2/28/2017
1,28,2017,Mar,9,2,2,0,PRT,0,A               ,Transient,95,58,City,CTransient2017March2-58,3/2/2017
1,28,2017,Mar,9,2,2,0,PRT,0,A               ,Transient,95,134,City,CTransient2017March2-134,3/2/2017
1,65,2017,Mar,9,2,2,0,DEU,0,D               ,Transient,100.3,149,City,CTransient2017March2-149,3/2/2017
1,16,2017,Mar,9,3,3,0,ESP,0,E               ,Transient,188,5,City,CTransient2017March3-5,3/3/2017
1,141,2017,Mar,9,3,2,0,FRA,0,D               ,Transient,102.6,16,City,CTransient2017March3-16,3/3/2017
1,75,2017,Mar,9,3,4,0,PRT,0,G               ,Transient,202.51,29,City,CTransient2017March3-29,3/3/2017
1,25,2017,Mar,9,3,3,0,DEU,0,D               ,Transient,134.3,30,City,CTransient2017March3-30,3/3/2017
1,178,2017,Mar,9,4,2,0,PRT,0,A               ,Transient,79.2,3,City,CTransient2017March4-3,3/4/2017
1,258,2017,Mar,10,8,2,0,DEU,0,A               ,Transient,85,15,City,CTransient2017March8-15,3/8/2017
1,608,2017,Mar,10,9,2,0,PRT,0,A               ,Transient,62,8,City,CTransient2017March9-8,3/9/2017
1,608,2017,Mar,10,9,2,0,PRT,0,A               ,Transient,62,12,City,CTransient2017March9-12,3/9/2017
1,52,2017,Mar,10,9,2,0,IRL,0,D               ,Transient,106.2,25,City,CTransient2017March9-25,3/9/2017
1,241,2017,Mar,10,9,2,0,DEU,0,A               ,Transient,79.2,26,City,CTransient2017March9-26,3/9/2017
1,241,2017,Mar,10,9,2,0,DEU,0,A               ,Transient,79.2,39,City,CTransient2017March9-39,3/9/2017
1,55,2017,Mar,10,10,2,0,DEU,0,D               ,Transient,102,28,City,CTransient2017March10-28,3/10/2017
1,25,2017,Mar,11,12,2,0,PRT,0,A               ,Transient,100,2,City,CTransient2017March12-2,3/12/2017
1,92,2017,Mar,11,12,2,0,DEU,0,A               ,Transient,91.8,26,City,CTransient2017March12-26,3/12/2017
1,53,2017,Mar,11,12,2,0,CN,0,A               ,Transient,74.8,27,City,CTransient2017March12-27,3/12/2017
1,52,2017,Mar,11,13,1,0,PRT,0,A               ,Transient,80,23,City,CTransient2017March13-23,3/13/2017
1,52,2017,Mar,11,13,1,0,PRT,0,A               ,Transient,80,39,City,CTransient2017March13-39,3/13/2017
1,37,2017,Mar,11,13,1,0,AUT,0,D               ,Transient,104.55,56,City,CTransient2017March13-56,3/13/2017
1,97,2017,Mar,11,14,2,0,PRT,0,A               ,Transient,85,10,City,CTransient2017March14-10,3/14/2017
1,64,2017,Mar,11,15,1,0,PRT,0,A               ,Transient,90,23,City,CTransient2017March15-23,3/15/2017
1,92,2017,Mar,11,15,2,0,PRT,0,A               ,Transient,85,38,City,CTransient2017March15-38,3/15/2017
1,92,2017,Mar,11,15,2,0,PRT,0,A               ,Transient,85,49,City,CTransient2017March15-49,3/15/2017
1,55,2017,Mar,11,15,2,0,GBR,0,A               ,Transient,79.2,81,City,CTransient2017March15-81,3/15/2017
1,92,2017,Mar,11,15,2,0,PRT,0,A               ,Transient,85,88,City,CTransient2017March15-88,3/15/2017
1,45,2017,Mar,11,16,2,0,USA,0,A               ,Transient,97.2,2,City,CTransient2017March16-2,3/16/2017
1,615,2017,Mar,11,16,1,0,PRT,0,A               ,Transient,59,3,City,CTransient2017March16-3,3/16/2017
1,2,2017,Mar,11,16,1,0,GBR,0,A               ,Transient,108,4,City,CTransient2017March16-4,3/16/2017
1,13,2017,Mar,12,19,1,0,PRT,0,F               ,Transient,198,2,City,CTransient2017March19-2,3/19/2017
1,36,2017,Mar,12,19,2,0,PRT,0,A               ,Transient,93.22,15,City,CTransient2017March19-15,3/19/2017
1,47,2017,Mar,12,20,2,0,GBR,0,A               ,Transient,79.2,1,City,CTransient2017March20-1,3/20/2017
1,13,2017,Mar,12,20,2,0,FRA,0,D               ,Transient,108.8,14,City,CTransient2017March20-14,3/20/2017
1,22,2017,Mar,12,20,2,0,ITA,0,A               ,Transient,74.8,19,City,CTransient2017March20-19,3/20/2017
1,111,2017,Mar,12,20,1,0,AGO,0,A               ,Transient,78.26,28,City,CTransient2017March20-28,3/20/2017
1,136,2017,Mar,12,21,2,0,AUT,0,A               ,Transient,93.6,7,City,CTransient2017March21-7,3/21/2017
1,146,2017,Mar,12,23,2,0,DEU,0,A               ,Transient,93.6,27,City,CTransient2017March23-27,3/23/2017
1,74,2017,Mar,12,23,3,0,DEU,0,E               ,Transient,117.3,48,City,CTransient2017March23-48,3/23/2017
1,29,2017,Mar,12,23,2,0,PRT,0,E               ,Transient,132.3,53,City,CTransient2017March23-53,3/23/2017
1,202,2017,Mar,12,24,2,0,HUN,0,B               ,Transient,77.86,30,City,CTransient2017March24-30,3/24/2017
1,57,2017,Mar,13,29,2,0,ITA,0,A               ,Transient,97.2,3,City,CTransient2017March29-3,3/29/2017
1,0,2017,Mar,13,29,1,0,PRT,0,A               ,Transient,6,5,City,CTransient2017March29-5,3/29/2017
1,629,2017,Mar,13,30,2,0,PRT,0,A               ,Transient,62,22,City,CTransient2017March30-22,3/30/2017
1,629,2017,Mar,13,30,2,0,PRT,0,A               ,Transient,62,24,City,CTransient2017March30-24,3/30/2017
1,80,2017,Mar,13,31,2,0,PRT,0,A               ,Transient,90,22,City,CTransient2017March31-22,3/31/2017
1,161,2017,Mar,13,31,2,1,DNK,0,A               ,Transient,127.2,47,City,CTransient2017March31-47,3/31/2017
1,241,2017,Mar,13,31,1,0,DEU,0,A               ,Transient,103.6,67,City,CTransient2017March31-67,3/31/2017
1,129,2017,Apr,14,3,2,0,PRT,0,A               ,Transient,100,16,City,CTransient2017April3-16,4/3/2017
1,112,2017,Apr,14,4,2,0,PRT,0,A               ,Transient,95,24,City,CTransient2017April4-24,4/4/2017
1,13,2017,Apr,14,4,2,2,FRA,0,F               ,Transient,224,47,City,CTransient2017April4-47,4/4/2017
1,93,2017,Apr,14,6,2,0,PRT,0,A               ,Transient,95,91,City,CTransient2017April6-91,4/6/2017
1,93,2017,Apr,14,6,2,0,PRT,0,A               ,Transient,95,93,City,CTransient2017April6-93,4/6/2017
1,133,2017,Apr,14,7,2,0,POL,0,A               ,Transient,99,32,City,CTransient2017April7-32,4/7/2017
1,79,2017,Apr,14,8,3,0,BEL,0,E               ,Transient,191.57,50,City,CTransient2017April8-50,4/8/2017
1,66,2017,Apr,15,9,2,0,PRT,0,A               ,Transient,100,1,City,CTransient2017April9-1,4/9/2017
1,248,2017,Apr,15,9,2,0,PRT,0,A               ,Transient-Party,80,4,City,CTransient-Party2017April9-4,4/9/2017
1,66,2017,Apr,15,9,2,0,PRT,0,A               ,Transient,100,24,City,CTransient2017April9-24,4/9/2017
1,79,2017,Apr,15,9,2,0,BEL,0,A               ,Transient,99,52,City,CTransient2017April9-52,4/9/2017
1,145,2017,Apr,15,9,2,0,PRT,0,A               ,Transient,188,55,City,CTransient2017April9-55,4/9/2017
1,59,2017,Apr,15,10,2,0,IRL,0,A               ,Transient,126,24,City,CTransient2017April10-24,4/10/2017
1,180,2017,Apr,15,10,1,0,GBR,0,A               ,Transient,109.8,31,City,CTransient2017April10-31,4/10/2017
1,161,2017,Apr,15,11,2,0,BRA,0,A               ,Transient,150.86,22,City,CTransient2017April11-22,4/11/2017
1,91,2017,Apr,15,12,2,0,ARG,0,A               ,Transient,105,11,City,CTransient2017April12-11,4/12/2017
1,19,2017,Apr,15,13,2,0,ESP,0,E               ,Transient,174,20,City,CTransient2017April13-20,4/13/2017
1,9,2017,Apr,15,13,2,0,ESP,0,E               ,Transient,210,37,City,CTransient2017April13-37,4/13/2017
1,172,2017,Apr,15,13,3,0,ITA,0,D               ,Transient,173.25,51,City,CTransient2017April13-51,4/13/2017
1,155,2017,Apr,15,13,2,0,PRT,0,A               ,Transient,130,56,City,CTransient2017April13-56,4/13/2017
1,7,2017,Apr,15,14,2,0,AUS,0,A               ,Transient,160,12,City,CTransient2017April14-12,4/14/2017
1,129,2017,Apr,15,14,3,0,DEU,0,D               ,Transient,172.5,31,City,CTransient2017April14-31,4/14/2017
1,145,2017,Apr,15,14,2,0,DEU,0,D               ,Transient,133.07,52,City,CTransient2017April14-52,4/14/2017
1,60,2017,Apr,15,15,2,2,USA,0,F               ,Transient,230,4,City,CTransient2017April15-4,4/15/2017
1,87,2017,Apr,15,15,2,0,PRT,0,A               ,Transient,95,41,City,CTransient2017April15-41,4/15/2017
1,87,2017,Apr,15,15,2,0,PRT,0,A               ,Transient,95,68,City,CTransient2017April15-68,4/15/2017
1,87,2017,Apr,15,15,2,0,PRT,0,A               ,Transient,95,74,City,CTransient2017April15-74,4/15/2017
1,99,2017,Apr,15,15,2,0,PRT,0,A               ,Transient-Party,105,8,City,CTransient-Party2017April15-8,4/15/2017
1,128,2017,Apr,16,16,2,0,PRT,0,A               ,Transient,100,25,City,CTransient2017April16-25,4/16/2017
1,67,2017,Apr,16,16,2,0,FRA,0,A               ,Transient,126,29,City,CTransient2017April16-29,4/16/2017
1,168,2017,Apr,16,16,2,1,BRA,0,A               ,Transient,135,50,City,CTransient2017April16-50,4/16/2017
1,129,2017,Apr,16,19,2,0,IND,0,D               ,Transient,133.5,6,City,CTransient2017April19-6,4/19/2017
1,98,2017,Apr,16,20,2,0,GBR,0,D               ,Transient,136.8,34,City,CTransient2017April20-34,4/20/2017
1,105,2017,Apr,16,20,2,0,ITA,0,D               ,Transient,139.5,46,City,CTransient2017April20-46,4/20/2017
1,130,2017,Apr,16,21,2,0,PRT,0,A               ,Transient,95,31,City,CTransient2017April21-31,4/21/2017
1,82,2017,Apr,16,21,2,0,GBR,0,A               ,Transient,126,52,City,CTransient2017April21-52,4/21/2017
1,69,2017,Apr,16,21,2,0,FRA,0,A               ,Transient,108,78,City,CTransient2017April21-78,4/21/2017
1,163,2017,Apr,16,21,2,0,PRT,0,A               ,Transient,90,85,City,CTransient2017April21-85,4/21/2017
1,332,2017,Apr,16,22,3,1,BEL,0,D               ,Transient,141.3,8,City,CTransient2017April22-8,4/22/2017
1,393,2017,Apr,16,22,2,0,PRT,0,A               ,Transient,90,17,City,CTransient2017April22-17,4/22/2017
1,152,2017,Apr,16,22,2,0,PRT,0,A               ,Transient,105,54,City,CTransient2017April22-54,4/22/2017
1,152,2017,Apr,16,22,2,0,PRT,0,A               ,Transient,105,78,City,CTransient2017April22-78,4/22/2017
1,127,2017,Apr,16,22,2,0,PRT,0,A               ,Transient,105,82,City,CTransient2017April22-82,4/22/2017
1,59,2017,Apr,16,22,3,0,FRA,0,E               ,Transient,198,93,City,CTransient2017April22-93,4/22/2017
1,150,2017,Apr,17,23,2,0,GBR,0,A               ,Transient,117,32,City,CTransient2017April23-32,4/23/2017
1,74,2017,Apr,17,24,2,0,GBR,0,A               ,Transient,126,4,City,CTransient2017April24-4,4/24/2017
1,123,2017,Apr,17,24,2,0,FRA,0,A               ,Transient,123.75,18,City,CTransient2017April24-18,4/24/2017
1,66,2017,Apr,17,24,3,0,BRA,0,D               ,Transient,171,25,City,CTransient2017April24-25,4/24/2017
1,156,2017,Apr,17,26,2,0,PRT,0,A               ,Transient,100,122,City,CTransient2017April26-122,4/26/2017
1,83,2017,Apr,17,26,2,0,IRL,0,A               ,Transient,101.25,167,City,CTransient2017April26-167,4/26/2017
1,110,2017,Apr,17,26,3,0,NOR,0,A               ,Transient,100.8,179,City,CTransient2017April26-179,4/26/2017
1,111,2017,Apr,17,27,2,0,PRT,0,A               ,Transient,120,49,City,CTransient2017April27-49,4/27/2017
1,110,2017,Apr,17,28,1,0,CHE,0,A               ,Transient,99,14,City,CTransient2017April28-14,4/28/2017
1,117,2017,Apr,17,29,1,0,BRA,0,E               ,Transient,153,4,City,CTransient2017April29-4,4/29/2017
1,29,2017,Apr,17,29,2,0,PRT,0,A               ,Transient,115,24,City,CTransient2017April29-24,4/29/2017
1,27,2017,Apr,17,29,2,0,PRT,0,A               ,Transient,115,33,City,CTransient2017April29-33,4/29/2017
1,313,2017,Apr,17,29,2,0,PRT,0,A               ,Transient,90,41,City,CTransient2017April29-41,4/29/2017
1,222,2017,Apr,17,29,2,0,ESP,0,A               ,Transient,99,65,City,CTransient2017April29-65,4/29/2017
1,228,2017,May,18,1,2,0,USA,0,A               ,Transient,99,17,City,CTransient2017May1-17,5/1/2017
1,152,2017,May,18,3,2,0,PRT,0,A               ,Transient,100,37,City,CTransient2017May3-37,5/3/2017
1,152,2017,May,18,3,2,0,PRT,0,A               ,Transient,100,49,City,CTransient2017May3-49,5/3/2017
1,152,2017,May,18,3,2,0,PRT,0,A               ,Transient,100,59,City,CTransient2017May3-59,5/3/2017
1,143,2017,May,18,4,2,0,PRT,0,A               ,Transient,120,8,City,CTransient2017May4-8,5/4/2017
1,143,2017,May,18,4,2,0,PRT,0,A               ,Transient,120,60,City,CTransient2017May4-60,5/4/2017
1,148,2017,May,18,4,2,0,PRT,0,A               ,Transient,95,72,City,CTransient2017May4-72,5/4/2017
1,161,2017,May,18,5,2,0,PRT,0,A               ,Transient,120,24,City,CTransient2017May5-24,5/5/2017
1,99,2017,May,18,6,2,0,FRA,0,D               ,Transient,135,4,City,CTransient2017May6-4,5/6/2017
1,162,2017,May,18,6,1,0,PRT,0,A               ,Transient,80,20,City,CTransient2017May6-20,5/6/2017
1,162,2017,May,18,6,1,0,PRT,0,A               ,Transient,80,33,City,CTransient2017May6-33,5/6/2017
1,99,2017,May,18,6,1,0,DEU,0,D               ,Transient,139.5,100,City,CTransient2017May6-100,5/6/2017
1,91,2017,May,18,6,1,0,DEU,0,E               ,Transient,164.57,102,City,CTransient2017May6-102,5/6/2017
1,12,2017,May,19,7,2,0,PRT,0,D               ,Transient,144.8,38,City,CTransient2017May7-38,5/7/2017
1,0,2017,May,19,8,2,0,CN,0,D               ,Transient,139.5,10,City,CTransient2017May8-10,5/8/2017
1,181,2017,May,19,8,1,0,FRA,0,A               ,Transient,116.33,48,City,CTransient2017May8-48,5/8/2017
1,5,2017,May,19,9,2,0,PRT,0,A               ,Transient,90,25,City,CTransient2017May9-25,5/9/2017
1,410,2017,May,19,9,2,0,PRT,0,A               ,Transient,90,30,City,CTransient2017May9-30,5/9/2017
1,121,2017,May,19,9,2,0,CHE,0,A               ,Transient,108,34,City,CTransient2017May9-34,5/9/2017
1,197,2017,May,19,9,2,0,ITA,0,A               ,Transient,125.7,38,City,CTransient2017May9-38,5/9/2017
1,34,2017,May,19,10,2,0,USA,0,A               ,Transient,169,11,City,CTransient2017May10-11,5/10/2017
1,319,2017,May,19,11,3,0,DEU,0,D               ,Transient,193.5,16,City,CTransient2017May11-16,5/11/2017
1,130,2017,May,19,11,2,0,AUT,0,A               ,Transient,135,43,City,CTransient2017May11-43,5/11/2017
1,151,2017,May,19,13,2,0,PRT,0,A               ,Transient,95,30,City,CTransient2017May13-30,5/13/2017
1,151,2017,May,19,13,2,0,PRT,0,A               ,Transient,95,34,City,CTransient2017May13-34,5/13/2017
1,179,2017,May,20,15,2,0,PRT,0,A               ,Transient,96.4,18,City,CTransient2017May15-18,5/15/2017
1,104,2017,May,20,15,2,0,PRT,0,A               ,Transient,170,43,City,CTransient2017May15-43,5/15/2017
1,164,2017,May,20,15,1,0,PRT,0,A               ,Transient,160,64,City,CTransient2017May15-64,5/15/2017
1,164,2017,May,20,15,1,0,PRT,0,A               ,Transient,160,71,City,CTransient2017May15-71,5/15/2017
1,179,2017,May,20,15,2,0,PRT,0,A               ,Transient,96.4,96,City,CTransient2017May15-96,5/15/2017
1,164,2017,May,20,15,1,0,PRT,0,A               ,Transient,160,126,City,CTransient2017May15-126,5/15/2017
1,346,2017,May,20,16,2,0,BRA,0,A               ,Transient,109.8,7,City,CTransient2017May16-7,5/16/2017
1,86,2017,May,20,16,2,0,ITA,0,A               ,Transient,119.25,24,City,CTransient2017May16-24,5/16/2017
1,28,2017,May,20,17,2,0,ESP,0,D               ,Transient,190,14,City,CTransient2017May17-14,5/17/2017
1,115,2017,May,20,18,2,0,PRT,0,A               ,Transient,190,9,City,CTransient2017May18-9,5/18/2017
1,178,2017,May,20,18,2,0,CHE,0,A               ,Transient,125.7,28,City,CTransient2017May18-28,5/18/2017
1,175,2017,May,20,19,1,0,PRT,0,A               ,Transient,90,21,City,CTransient2017May19-21,5/19/2017
1,108,2017,May,20,19,2,0,ZAF,0,A               ,Transient,126,40,City,CTransient2017May19-40,5/19/2017
1,108,2017,May,20,19,2,0,ZAF,0,A               ,Transient,126,52,City,CTransient2017May19-52,5/19/2017
1,105,2017,May,20,19,1,0,PRT,0,A               ,Transient,160,117,City,CTransient2017May19-117,5/19/2017
1,105,2017,May,20,19,1,0,PRT,0,A               ,Transient,160,122,City,CTransient2017May19-122,5/19/2017
1,105,2017,May,20,19,1,0,PRT,0,A               ,Transient,160,123,City,CTransient2017May19-123,5/19/2017
1,113,2017,May,20,20,1,0,PRT,0,A               ,Transient,190,40,City,CTransient2017May20-40,5/20/2017
1,420,2017,May,20,20,2,0,PRT,0,A               ,Transient,90,41,City,CTransient2017May20-41,5/20/2017
1,79,2017,May,20,20,2,0,PRT,0,A               ,Transient,89.1,48,City,CTransient2017May20-48,5/20/2017
1,113,2017,May,20,20,1,0,PRT,0,A               ,Transient,190,56,City,CTransient2017May20-56,5/20/2017
1,75,2017,May,20,20,2,0,PRT,0,A               ,Transient-Party,90,21,City,CTransient-Party2017May20-21,5/20/2017
1,420,2017,May,20,20,2,0,PRT,0,A               ,Transient,90,67,City,CTransient2017May20-67,5/20/2017
1,24,2017,May,20,20,1,0,NGA,0,A               ,Transient,160,75,City,CTransient2017May20-75,5/20/2017
1,26,2017,May,21,22,2,0,PRT,0,A               ,Transient,128,20,City,CTransient2017May22-20,5/22/2017
1,27,2017,May,21,22,2,0,ARG,0,A               ,Transient,160,36,City,CTransient2017May22-36,5/22/2017
1,177,2017,May,21,22,2,0,GBR,0,D               ,Transient,139.5,48,City,CTransient2017May22-48,5/22/2017
1,201,2017,May,21,23,2,0,CHE,0,A               ,Transient,107.1,23,City,CTransient2017May23-23,5/23/2017
1,147,2017,May,21,23,2,0,BEL,0,E               ,Transient,162,27,City,CTransient2017May23-27,5/23/2017
1,20,2017,May,21,24,2,0,PRT,0,A               ,Transient-Party,120,6,City,CTransient-Party2017May24-6,5/24/2017
1,20,2017,May,21,24,2,0,PRT,0,A               ,Transient-Party,120,9,City,CTransient-Party2017May24-9,5/24/2017
1,194,2017,May,21,24,3,0,PRT,0,D               ,Transient,134.67,19,City,CTransient2017May24-19,5/24/2017
1,311,2017,May,21,24,2,0,DNK,0,B               ,Transient,99.45,34,City,CTransient2017May24-34,5/24/2017
1,294,2017,May,21,24,2,0,NLD,0,A               ,Transient,110.25,38,City,CTransient2017May24-38,5/24/2017
1,262,2017,May,21,24,3,0,CHE,0,D               ,Transient,157.5,41,City,CTransient2017May24-41,5/24/2017
1,240,2017,May,21,25,2,0,BEL,0,D               ,Transient,138.6,33,City,CTransient2017May25-33,5/25/2017
1,161,2017,May,21,25,2,0,PRT,0,D               ,Transient,102.04,60,City,CTransient2017May25-60,5/25/2017
1,212,2017,May,21,25,2,0,GRC,0,A               ,Transient,107.1,68,City,CTransient2017May25-68,5/25/2017
1,36,2017,May,21,26,2,0,PRT,0,A               ,Transient,136,27,City,CTransient2017May26-27,5/26/2017
1,204,2017,May,21,26,2,0,GBR,0,A               ,Transient,107.1,51,City,CTransient2017May26-51,5/26/2017
1,37,2017,May,21,27,1,0,PRT,0,D               ,Transient,144,2,City,CTransient2017May27-2,5/27/2017
1,127,2017,May,21,27,2,2,FRA,0,F               ,Transient,230,12,City,CTransient2017May27-12,5/27/2017
1,0,2017,May,22,29,2,0,PRT,0,A               ,Transient,12,4,City,CTransient2017May29-4,5/29/2017
1,35,2017,May,22,30,2,0,PRT,0,A               ,Transient,90,3,City,CTransient2017May30-3,5/30/2017
1,25,2017,May,22,30,2,0,PRT,0,A               ,Transient-Party,90,4,City,CTransient-Party2017May30-4,5/30/2017
1,186,2017,May,22,30,2,0,PRT,0,A               ,Transient,130,67,City,CTransient2017May30-67,5/30/2017
1,91,2017,May,22,30,2,0,CN,0,A               ,Transient,130.67,110,City,CTransient2017May30-110,5/30/2017
1,174,2017,Jun,22,1,2,0,PRT,0,A               ,Transient,110,38,City,CTransient2017June1-38,6/1/2017
1,174,2017,Jun,22,1,2,0,PRT,0,A               ,Transient,110,56,City,CTransient2017June1-56,6/1/2017
1,41,2017,Jun,22,1,2,0,SWE,0,A               ,Transient,140,72,City,CTransient2017June1-72,6/1/2017
1,16,2017,Jun,22,2,2,0,USA,0,A               ,Transient,140,1,City,CTransient2017June2-1,6/2/2017
1,189,2017,Jun,22,2,2,0,PRT,0,A               ,Transient,100,8,City,CTransient2017June2-8,6/2/2017
1,189,2017,Jun,22,2,2,0,PRT,0,A               ,Transient,100,23,City,CTransient2017June2-23,6/2/2017
1,42,2017,Jun,22,2,2,0,DEU,0,A               ,Transient,140,66,City,CTransient2017June2-66,6/2/2017
1,348,2017,Jun,22,3,2,0,PRT,0,A               ,Transient,90,32,City,CTransient2017June3-32,6/3/2017
1,54,2017,Jun,23,4,2,0,PRT,0,A               ,Transient,89.1,1,City,CTransient2017June4-1,6/4/2017
1,173,2017,Jun,23,4,2,0,PRT,0,A               ,Transient,120,27,City,CTransient2017June4-27,6/4/2017
1,12,2017,Jun,23,6,1,0,PRT,0,A               ,Transient,130,3,City,CTransient2017June6-3,6/6/2017
1,134,2017,Jun,23,7,2,0,PRT,0,A               ,Transient,110,38,City,CTransient2017June7-38,6/7/2017
1,240,2017,Jun,23,7,3,0,GBR,0,D               ,Transient,151.43,48,City,CTransient2017June7-48,6/7/2017
1,183,2017,Jun,23,8,1,0,PRT,0,A               ,Transient,120,24,City,CTransient2017June8-24,6/8/2017
1,120,2017,Jun,23,8,2,0,PRT,0,A               ,Transient,89.1,34,City,CTransient2017June8-34,6/8/2017
1,183,2017,Jun,23,8,1,0,PRT,0,A               ,Transient,120,67,City,CTransient2017June8-67,6/8/2017
1,169,2017,Jun,23,8,2,0,PRT,0,A               ,Transient,170,102,City,CTransient2017June8-102,6/8/2017
1,219,2017,Jun,23,9,2,0,PRT,0,A               ,Transient,105,33,City,CTransient2017June9-33,6/9/2017
1,156,2017,Jun,23,9,2,0,GBR,0,A               ,Transient,126,69,City,CTransient2017June9-69,6/9/2017
1,22,2017,Jun,24,13,2,0,LUX,0,A               ,Transient,99,4,City,CTransient2017June13-4,6/13/2017
1,423,2017,Jun,24,14,2,0,PRT,0,A               ,Transient-Party,90,4,City,CTransient-Party2017June14-4,6/14/2017
1,128,2017,Jun,24,15,2,0,HKG,0,A               ,Transient,108,12,City,CTransient2017June15-12,6/15/2017
1,223,2017,Jun,24,15,3,0,ITA,0,D               ,Transient,166.5,26,City,CTransient2017June15-26,6/15/2017
1,150,2017,Jun,24,15,3,0,IRL,0,D               ,Transient,168.75,37,City,CTransient2017June15-37,6/15/2017
1,150,2017,Jun,24,15,3,0,IRL,0,D               ,Transient,168.75,38,City,CTransient2017June15-38,6/15/2017
1,226,2017,Jun,24,16,2,0,PRT,0,A               ,Transient,105,25,City,CTransient2017June16-25,6/16/2017
1,150,2017,Jun,24,17,1,0,PRT,0,A               ,Transient,120,51,City,CTransient2017June17-51,6/17/2017
1,150,2017,Jun,24,17,1,0,PRT,0,A               ,Transient,120,81,City,CTransient2017June17-81,6/17/2017
1,99,2017,Jun,25,19,2,0,FRA,0,A               ,Transient,135,15,City,CTransient2017June19-15,6/19/2017
1,167,2017,Jun,25,19,3,0,NLD,0,E               ,Transient,189,56,City,CTransient2017June19-56,6/19/2017
1,139,2017,Jun,25,21,3,0,FRA,0,E               ,Transient,196.2,11,City,CTransient2017June21-11,6/21/2017
1,51,2017,Jun,25,22,2,0,CHN,0,A               ,Transient,126,6,City,CTransient2017June22-6,6/22/2017
1,228,2017,Jun,25,22,3,0,ESP,0,D               ,Transient,166.5,22,City,CTransient2017June22-22,6/22/2017
1,160,2017,Jun,25,23,2,0,FRA,0,D               ,Transient,127.8,4,City,CTransient2017June23-4,6/23/2017
1,59,2017,Jun,25,23,2,0,ESP,0,A               ,Transient,130,13,City,CTransient2017June23-13,6/23/2017
1,162,2017,Jun,25,23,2,0,ITA,0,D               ,Transient,127.8,43,City,CTransient2017June23-43,6/23/2017
1,233,2017,Jun,25,23,2,0,PRT,0,A               ,Transient,105,60,City,CTransient2017June23-60,6/23/2017
1,233,2017,Jun,25,23,2,0,PRT,0,A               ,Transient,105,72,City,CTransient2017June23-72,6/23/2017
