,Transaction_ID,Configuration,Screen_Size,Battery_Life,RAM,Processor_Speeds,Integrated_Wireless,HD_Size,Bundled_Applications,Retail_Price
2796,219073,271,15,5,4,2,No,300,Yes,665
2797,48786,215,15,5,2,2,Yes,300,Yes,535
2798,4036,317,15,6,1,2,No,120,Yes,535
2799,163580,235,15,5,2,2.4,No,80,Yes,336
2800,144752,459,17,4,1,2,No,80,Yes,500
2801,140957,118,15,4,4,2,Yes,120,No,555
2802,249935,344,15,6,2,1.5,Yes,300,No,480
2803,176093,440,17,4,1,1.5,Yes,300,No,525
2804,39357,180,15,5,1,2.4,Yes,80,No,430
2805,62726,116,15,4,4,2,Yes,80,No,535
2806,5278,347,15,6,2,1.5,No,80,Yes,540
2807,193297,242,15,5,4,1.5,Yes,40,No,490
2808,16696,165,15,5,1,2,Yes,120,Yes,465
2809,233045,777,17,6,2,1.5,No,40,Yes,550
2810,60046,734,17,6,1,1.5,No,120,No,560
2811,283582,496,17,4,2,1.5,No,300,No,510
2812,176486,314,15,6,1,2,No,40,No,
2813,174493,170,15,5,1,2,No,40,No,305
2814,280983,170,15,5,1,2,No,40,No,290
2815,7796,77,15,4,2,2,No,120,Yes,485
2816,75590,561,17,4,4,2.4,Yes,40,Yes,670
2817,51761,7,15,4,1,1.5,Yes,300,Yes,
2818,154023,775,17,6,2,1.5,Yes,300,Yes,710
2819,133547,494,17,4,2,1.5,No,120,No,490
2820,39871,111,15,4,4,1.5,No,300,Yes,434
2821,133932,617,17,5,1,2.4,No,40,Yes,510
2822,23795,301,15,6,1,1.5,No,120,Yes,495
2823,221797,588,17,5,1,1.5,No,80,No,435
2824,171011,340,15,6,2,1.5,Yes,80,No,430
2825,75525,298,15,6,1,1.5,No,40,No,370
2826,109716,689,17,5,4,2,Yes,40,Yes,665
2827,50781,728,17,6,1,1.5,Yes,300,No,640
2828,126647,308,15,6,1,2,Yes,80,No,450
2829,83137,730,17,6,1,1.5,No,40,No,495
2830,13391,362,15,6,2,2,No,40,No,465
2831,113587,394,15,6,4,1.5,No,40,No,550
2832,187953,811,17,6,2,2.4,No,80,Yes,650
2833,187975,325,15,6,1,2.4,Yes,120,Yes,560
2834,182409,423,15,6,4,2.4,Yes,300,Yes,790
2835,256606,15,15,4,1,1.5,No,300,Yes,415
2836,106932,213,15,5,2,2,Yes,120,Yes,455
2837,43403,788,17,6,2,2,Yes,80,No,
2838,287595,297,15,6,1,1.5,No,40,Yes,
2839,177237,441,17,4,1,1.5,No,40,Yes,435
2840,284526,223,15,5,2,2,No,300,Yes,455
2841,199412,289,15,6,1,1.5,Yes,40,Yes,425
2842,219626,794,17,6,2,2,No,40,No,525
2843,141953,494,17,4,2,1.5,No,120,No,480
2844,233621,353,15,6,2,2,Yes,40,Yes,445
2845,49270,415,15,6,4,2,No,300,Yes,745
2846,123185,354,15,6,2,2,Yes,40,No,425
2847,186883,636,17,5,2,1.5,No,80,No,470
2848,167395,623,17,5,1,2.4,No,300,Yes,625
2849,110947,851,17,6,4,2.4,Yes,80,Yes,810
2850,93815,67,15,4,2,2,Yes,80,Yes,425
2851,110017,621,17,5,1,2.4,No,120,Yes,570
2852,59980,259,15,5,4,2,Yes,80,Yes,
2853,56494,125,15,4,4,2,No,120,Yes,585
2854,90362,53,15,4,2,1.5,Yes,120,Yes,420
2855,53372,481,17,4,2,1.5,Yes,40,Yes,520
2856,225313,230,15,5,2,2.4,Yes,120,No,450
2857,17782,64,15,4,2,1.5,No,300,No,450
2858,11258,308,15,6,1,2,Yes,80,No,480
2859,242424,381,15,6,2,2.4,No,120,Yes,560
2860,98389,473,17,4,1,2.4,No,40,Yes,495
2861,72051,338,15,6,2,1.5,Yes,40,No,410
2862,90290,287,15,5,4,2.4,No,300,Yes,690
2863,43928,63,15,4,2,1.5,No,300,Yes,470
2864,197853,320,15,6,1,2,No,300,No,500
2865,126720,88,15,4,2,2.4,Yes,300,No,520
2866,115763,231,15,5,2,2.4,Yes,300,Yes,590
2867,29264,222,15,5,2,2,No,120,No,425
2868,43983,55,15,4,2,1.5,Yes,300,Yes,490
2869,160010,364,15,6,2,2,No,80,No,435
2870,237260,503,17,4,2,2,Yes,300,Yes,615
2871,15676,305,15,6,1,2,Yes,40,Yes,
2872,284072,463,17,4,1,2,No,300,Yes,
2873,47525,29,15,4,1,2,No,120,Yes,287
2874,202162,209,15,5,2,2,Yes,40,Yes,375
2875,154809,262,15,5,4,2,Yes,120,No,575
2876,86544,404,15,6,4,2,Yes,80,No,635
2877,52737,350,15,6,2,1.5,No,120,No,460
2878,262789,601,17,5,1,2,No,40,Yes,
2879,220015,563,17,4,4,2.4,Yes,80,Yes,710
2880,146866,297,15,6,1,1.5,No,40,Yes,410
2881,256051,437,17,4,1,1.5,Yes,120,Yes,500
2882,202276,141,15,4,4,2.4,No,120,Yes,610
2883,69696,557,17,4,4,2,No,120,Yes,
2884,202066,292,15,6,1,1.5,Yes,80,No,415
2885,244989,732,17,6,1,1.5,No,80,No,515
2886,60176,24,15,4,1,2,Yes,300,No,440
2887,133708,122,15,4,4,2,No,40,No,475
2888,233029,428,15,6,4,2.4,No,80,No,640
2889,254381,853,17,6,4,2.4,Yes,120,Yes,830
2890,255562,179,15,5,1,2.4,Yes,80,Yes,450
2891,120500,479,17,4,1,2.4,No,300,Yes,610
2892,98481,336,15,6,1,2.4,No,300,No,565
2893,85496,256,15,5,4,1.5,No,300,No,590
2894,69823,714,17,5,4,2.4,No,40,No,620
2895,280680,795,17,6,2,2,No,80,Yes,605
2896,64770,488,17,4,2,1.5,Yes,300,No,590
2897,48948,507,17,4,2,2,No,80,Yes,565
2898,53132,734,17,6,1,1.5,No,120,No,560
2899,122022,259,15,5,4,2,Yes,80,Yes,605
2900,243221,385,15,6,4,1.5,Yes,40,Yes,620
2901,292372,291,15,6,1,1.5,Yes,80,Yes,
2902,113363,365,15,6,2,2,No,120,Yes,515
2903,29356,310,15,6,1,2,Yes,120,No,490
2904,89364,113,15,4,4,2,Yes,40,Yes,545
2905,248034,478,17,4,1,2.4,No,120,No,485
2906,154289,290,15,6,1,1.5,Yes,40,No,380
2907,165227,467,17,4,1,2.4,Yes,80,Yes,545
2908,35765,29,15,4,1,2,No,120,Yes,415
2909,48583,770,17,6,2,1.5,Yes,40,No,570
2910,193637,466,17,4,1,2.4,Yes,40,No,450
2911,109250,723,17,6,1,1.5,Yes,80,Yes,600
2912,41167,638,17,5,2,1.5,No,120,No,530
2913,154091,260,15,5,4,2,Yes,80,No,555
2914,220438,815,17,6,2,2.4,No,300,Yes,720
2915,134154,151,15,5,1,1.5,Yes,300,Yes,475
2916,127483,435,17,4,1,1.5,Yes,80,Yes,500
2917,112290,482,17,4,2,1.5,Yes,40,No,450
2918,279598,783,17,6,2,1.5,No,300,Yes,660
2919,67808,214,15,5,2,2,Yes,120,No,425
2920,125332,374,15,6,2,2.4,Yes,120,No,560
2921,127222,605,17,5,1,2,No,120,Yes,545
2922,139346,628,17,5,2,1.5,Yes,80,No,510
2923,14950,198,15,5,2,1.5,Yes,120,No,440
2924,106155,474,17,4,1,2.4,No,40,No,440
2925,111478,717,17,5,4,2.4,No,120,Yes,730
2926,158931,575,17,4,4,2.4,No,300,Yes,770
2927,231178,666,17,5,2,2.4,No,40,No,470
2928,53901,761,17,6,1,2.4,No,40,Yes,420
2929,169846,452,17,4,1,2,Yes,80,No,470
2930,253051,774,17,6,2,1.5,Yes,120,No,570
2931,279648,393,15,6,4,1.5,No,40,Yes,600
2932,274115,100,15,4,4,1.5,Yes,80,No,510
2933,255694,521,17,4,2,2.4,No,40,Yes,490
2934,115617,668,17,5,2,2.4,No,80,No,540
2935,260145,811,17,6,2,2.4,No,80,Yes,441
2936,180475,261,15,5,4,2,Yes,120,Yes,625
2937,188913,597,17,5,1,2,Yes,120,Yes,555
2938,160337,97,15,4,4,1.5,Yes,40,Yes,520
2939,294809,281,15,5,4,2.4,No,40,Yes,570
2940,137120,744,17,6,1,2,Yes,300,No,655
2941,123129,259,15,5,4,2,Yes,80,Yes,605
2942,9907,66,15,4,2,2,Yes,40,No,385
2943,232051,356,15,6,2,2,Yes,80,No,435
2944,227759,14,15,4,1,1.5,No,120,No,310
2945,128287,606,17,5,1,2,No,120,No,495
2946,63377,201,15,5,2,1.5,No,40,Yes,370
2947,115117,111,15,4,4,1.5,No,300,Yes,620
2948,56396,653,17,5,2,2,No,120,Yes,605
2949,82985,823,17,6,4,1.5,Yes,300,Yes,840
2950,49642,325,15,6,1,2.4,Yes,120,Yes,406
2951,98845,188,15,5,1,2.4,No,80,No,405
2952,17021,199,15,5,2,1.5,Yes,300,Yes,378
2953,124141,390,15,6,4,1.5,Yes,120,No,630
2954,257000,438,17,4,1,1.5,Yes,120,No,450
2955,219966,476,17,4,1,2.4,No,80,No,465
2956,141556,61,15,4,2,1.5,No,120,Yes,390
2957,222946,614,17,5,1,2.4,Yes,120,No,525
2958,34262,161,15,5,1,2,Yes,40,Yes,395
2959,98796,81,15,4,2,2.4,Yes,40,Yes,460
2960,132246,746,17,6,1,2,No,40,No,515
2961,56863,487,17,4,2,1.5,Yes,300,Yes,448
2962,276297,53,15,4,2,1.5,Yes,120,Yes,370
2963,158662,699,17,5,4,2,No,80,Yes,685
2964,21879,175,15,5,1,2,No,300,Yes,505
2965,25893,203,15,5,2,1.5,No,80,Yes,430
2966,172543,656,17,5,2,2,No,300,No,585
2967,247837,796,17,6,2,2,No,80,No,565
2968,119130,707,17,5,4,2.4,Yes,80,Yes,730
2969,30875,301,15,6,1,1.5,No,120,Yes,495
2970,77414,215,15,5,2,2,Yes,300,Yes,525
2971,130295,663,17,5,2,2.4,Yes,300,Yes,690
2972,34646,361,15,6,2,2,No,40,Yes,485
2973,9645,150,15,5,1,1.5,Yes,120,No,395
2974,172239,732,17,6,1,1.5,No,80,No,
2975,138394,722,17,6,1,1.5,Yes,40,No,510
2976,62114,686,17,5,4,1.5,No,120,No,441
2977,272161,255,15,5,4,1.5,No,300,Yes,448
2978,290401,370,15,6,2,2.4,Yes,40,No,460
2979,202811,114,15,4,4,2,Yes,40,No,495
2980,73521,820,17,6,4,1.5,Yes,80,No,710
2981,174934,69,15,4,2,2,Yes,120,Yes,425
2982,1195,310,15,6,1,2,Yes,120,No,505
2983,23248,208,15,5,2,1.5,No,300,No,470
2984,294958,666,17,5,2,2.4,No,40,No,460
2985,194677,209,15,5,2,2,Yes,40,Yes,375
2986,246689,464,17,4,1,2,No,300,No,520
2987,164055,479,17,4,1,2.4,No,300,Yes,605
2988,177430,236,15,5,2,2.4,No,80,No,430
2989,40751,252,15,5,4,1.5,No,80,No,510
2990,125055,474,17,4,1,2.4,No,40,No,440
2991,103575,379,15,6,2,2.4,No,80,Yes,580
2992,42621,641,17,5,2,2,Yes,40,Yes,565
2993,140003,511,17,4,2,2,No,300,Yes,625
2994,215316,405,15,6,4,2,Yes,120,Yes,705
2995,55477,61,15,4,2,1.5,No,120,Yes,410
2996,124767,305,15,6,1,2,Yes,40,Yes,460
2997,25656,219,15,5,2,2,No,80,Yes,455
2998,45132,135,15,4,4,2.4,Yes,300,Yes,690
2999,18256,367,15,6,2,2,No,300,Yes,625
3000,114180,639,17,5,2,1.5,No,300,Yes,620
3001,51296,470,17,4,1,2.4,Yes,120,No,530
3002,266321,557,17,4,4,2,No,120,Yes,685
3003,125504,67,15,4,2,2,Yes,80,Yes,415
3004,175103,686,17,5,4,1.5,No,120,No,630
3005,55112,61,15,4,2,1.5,No,120,Yes,287
3006,19868,212,15,5,2,2,Yes,80,No,
3007,246860,345,15,6,2,1.5,No,40,Yes,400
3008,178260,791,17,6,2,2,Yes,300,Yes,735
3009,144461,479,17,4,1,2.4,No,300,Yes,605
3010,281663,63,15,4,2,1.5,No,300,Yes,410
3011,260172,263,15,5,4,2,Yes,300,Yes,685
3012,94930,412,15,6,4,2,No,80,No,615
3013,284768,122,15,4,4,2,No,40,No,475
3014,116288,130,15,4,4,2.4,Yes,40,No,520
3015,144278,93,15,4,2,2.4,No,120,Yes,480
3016,287050,310,15,6,1,2,Yes,120,No,315
3017,190380,599,17,5,1,2,Yes,300,Yes,615
3018,244027,123,15,4,4,2,No,80,Yes,565
3019,94744,617,17,5,1,2.4,No,40,Yes,515
3020,66514,236,15,5,2,2.4,No,80,No,460
3021,91606,322,15,6,1,2.4,Yes,40,No,465
3022,25515,316,15,6,1,2,No,80,No,450
3023,263511,589,17,5,1,1.5,No,120,Yes,350
3024,281522,546,17,4,4,2,Yes,40,No,595
3025,167156,58,15,4,2,1.5,No,40,No,189
3026,177326,348,15,6,2,1.5,No,80,No,287
3027,237011,650,17,5,2,2,No,40,No,445
3028,83441,763,17,6,1,2.4,No,80,Yes,635
3029,164629,324,15,6,1,2.4,Yes,80,No,495
3030,21901,169,15,5,1,2,No,40,Yes,
3031,265553,732,17,6,1,1.5,No,80,No,510
3032,54555,70,15,4,2,2,Yes,120,No,405
3033,99873,263,15,5,4,2,Yes,300,Yes,685
3034,74880,796,17,6,2,2,No,80,No,605
3035,252126,310,15,6,1,2,Yes,120,No,450
3036,51758,812,17,6,2,2.4,No,80,No,640
3037,160042,605,17,5,1,2,No,120,Yes,540
3038,19766,221,15,5,2,2,No,120,Yes,
3039,158001,460,17,4,1,2,No,80,No,450
3040,103399,37,15,4,1,2.4,Yes,120,Yes,475
3041,251487,266,15,5,4,2,No,40,No,495
3042,143777,272,15,5,4,2,No,300,No,615
3043,280872,100,15,4,4,1.5,Yes,80,No,510
3044,113634,87,15,4,2,2.4,Yes,300,Yes,570
3045,256408,233,15,5,2,2.4,No,40,Yes,410
3046,227034,201,15,5,2,1.5,No,40,Yes,320
3047,140825,331,15,6,1,2.4,No,80,Yes,530
3048,106049,447,17,4,1,1.5,No,300,Yes,560
3049,193527,589,17,5,1,1.5,No,120,Yes,510
3050,133401,683,17,5,4,1.5,No,80,Yes,660
3051,238973,779,17,6,2,1.5,No,80,Yes,590
3052,4604,145,15,5,1,1.5,Yes,40,Yes,390
3053,153385,722,17,6,1,1.5,Yes,40,No,505
3054,105372,249,15,5,4,1.5,No,40,Yes,520
3055,43824,598,17,5,1,2,Yes,120,No,525
3056,52256,169,15,5,1,2,No,40,Yes,370
3057,164640,483,17,4,2,1.5,Yes,80,Yes,371
3058,40491,715,17,5,4,2.4,No,80,Yes,710
3059,262222,144,15,4,4,2.4,No,300,No,620
3060,233978,668,17,5,2,2.4,No,80,No,510
3061,32258,167,15,5,1,2,Yes,300,Yes,515
3062,110349,133,15,4,4,2.4,Yes,120,Yes,630
3063,124355,585,17,5,1,1.5,No,40,Yes,460
3064,216760,465,17,4,1,2.4,Yes,40,Yes,495
3065,234705,408,15,6,4,2,Yes,300,No,715
3066,156641,237,15,5,2,2.4,No,120,Yes,350
3067,93833,523,17,4,2,2.4,No,80,Yes,580
3068,179645,88,15,4,2,2.4,Yes,300,No,510
3069,97473,221,15,5,2,2,No,120,Yes,445
3070,261670,493,17,4,2,1.5,No,120,Yes,350
3071,121866,691,17,5,4,2,Yes,80,Yes,705
3072,286832,540,17,4,4,1.5,No,80,No,413
3073,113194,780,17,6,2,1.5,No,80,No,570
3074,277438,141,15,4,4,2.4,No,120,Yes,427
3075,61771,131,15,4,4,2.4,Yes,80,Yes,610
3076,247802,577,17,5,1,1.5,Yes,40,Yes,465
3077,193705,832,17,6,4,1.5,No,300,No,770
3078,193488,593,17,5,1,2,Yes,40,Yes,495
3079,227459,479,17,4,1,2.4,No,300,Yes,595
3080,177597,447,17,4,1,1.5,No,300,Yes,555
3081,83778,804,17,6,2,2.4,Yes,80,No,650
3082,73831,165,15,5,1,2,Yes,120,Yes,445
3083,140220,769,17,6,2,1.5,Yes,40,Yes,600
3084,194675,214,15,5,2,2,Yes,120,No,385
3085,203296,268,15,5,4,2,No,80,No,535
3086,95222,239,15,5,2,2.4,No,300,Yes,580
3087,160362,325,15,6,1,2.4,Yes,120,Yes,565
3088,133317,105,15,4,4,1.5,No,40,Yes,500
3089,239544,669,17,5,2,2.4,No,120,Yes,580
3090,243760,393,15,6,4,1.5,No,40,Yes,600
3091,94355,469,17,4,1,2.4,Yes,120,Yes,575
3092,297498,650,17,5,2,2,No,40,No,435
3093,291573,359,15,6,2,2,Yes,300,Yes,
3094,134904,132,15,4,4,2.4,Yes,80,No,560
3095,28647,209,15,5,2,2,Yes,40,Yes,435
3096,54455,612,17,5,1,2.4,Yes,80,No,530
3097,250237,227,15,5,2,2.4,Yes,80,Yes,470
3098,159287,142,15,4,4,2.4,No,120,No,560
3099,69196,585,17,5,1,1.5,No,40,Yes,470
3100,138570,181,15,5,1,2.4,Yes,120,Yes,490
3101,296919,465,17,4,1,2.4,Yes,40,Yes,490
3102,39267,410,15,6,4,2,No,40,No,
3103,236189,71,15,4,2,2,Yes,300,Yes,465
3104,1991,296,15,6,1,1.5,Yes,300,No,540
3105,137885,358,15,6,2,2,Yes,120,No,485
3106,112163,809,17,6,2,2.4,No,40,Yes,630
3107,53691,318,15,6,1,2,No,120,No,460
3108,141408,482,17,4,2,1.5,Yes,40,No,450
3109,210279,779,17,6,2,1.5,No,80,Yes,600
3110,20762,65,15,4,2,2,Yes,40,Yes,
3111,282429,484,17,4,2,1.5,Yes,80,No,315
3112,241750,830,17,6,4,1.5,No,120,No,710
3113,71757,838,17,6,4,2,Yes,120,No,755
3114,165156,612,17,5,1,2.4,Yes,80,No,515
3115,272619,754,17,6,1,2.4,Yes,40,No,540
3116,157696,640,17,5,2,1.5,No,300,No,560
3117,84650,135,15,4,4,2.4,Yes,300,Yes,690
3118,159970,146,15,5,1,1.5,Yes,40,No,210
3119,87785,398,15,6,4,1.5,No,120,No,610
3120,192794,534,17,4,4,1.5,Yes,120,No,630
3121,118151,679,17,5,4,1.5,Yes,300,Yes,760
3122,43735,270,15,5,4,2,No,120,No,555
3123,268176,599,17,5,1,2,Yes,300,Yes,605
3124,282826,320,15,6,1,2,No,300,No,490
3125,50337,637,17,5,2,1.5,No,120,Yes,580
3126,250573,440,17,4,1,1.5,Yes,300,No,510
3127,69638,584,17,5,1,1.5,Yes,300,No,560
3128,162014,299,15,6,1,1.5,No,80,Yes,315
3129,202804,520,17,4,2,2.4,Yes,300,No,600
3130,218398,380,15,6,2,2.4,No,80,No,490
3131,204941,598,17,5,1,2,Yes,120,No,505
3132,193879,269,15,5,4,2,No,120,Yes,605
3133,141095,750,17,6,1,2,No,120,No,575
3134,208721,463,17,4,1,2,No,300,Yes,575
3135,237553,629,17,5,2,1.5,Yes,120,Yes,550
3136,105532,103,15,4,4,1.5,Yes,300,Yes,640
3137,161215,250,15,5,4,1.5,No,40,No,329
3138,163496,745,17,6,1,2,No,40,Yes,560
3139,200448,23,15,4,1,2,Yes,300,Yes,470
3140,123316,241,15,5,4,1.5,Yes,40,Yes,540
3141,118200,179,15,5,1,2.4,Yes,80,Yes,470
3142,292258,721,17,6,1,1.5,Yes,40,Yes,378
3143,173347,77,15,4,2,2,No,120,Yes,405
3144,246054,782,17,6,2,1.5,No,120,No,560
3145,124325,798,17,6,2,2,No,120,No,615
3146,149053,406,15,6,4,2,Yes,120,No,
3147,140879,827,17,6,4,1.5,No,80,Yes,740
3148,161393,761,17,6,1,2.4,No,40,Yes,585
3149,164636,370,15,6,2,2.4,Yes,40,No,490
3150,9761,210,15,5,2,2,Yes,40,No,405
3151,15810,72,15,4,2,2,Yes,300,No,495
3152,18904,55,15,4,2,1.5,Yes,300,Yes,520
3153,238932,747,17,6,1,2,No,80,Yes,590
3154,221408,447,17,4,1,1.5,No,300,Yes,545
3155,241963,343,15,6,2,1.5,Yes,300,Yes,540
3156,206383,456,17,4,1,2,Yes,300,No,545
3157,94131,223,15,5,2,2,No,300,Yes,505
3158,147930,736,17,6,1,1.5,No,300,No,605
3159,111375,10,15,4,1,1.5,No,40,No,265
3160,217753,138,15,4,4,2.4,No,40,No,500
3161,126675,838,17,6,4,2,Yes,120,No,755
3162,9506,11,15,4,1,1.5,No,80,Yes,385
3163,46875,636,17,5,2,1.5,No,80,No,510
3164,238378,395,15,6,4,1.5,No,80,Yes,640
3165,148959,563,17,4,4,2.4,Yes,80,Yes,710
3166,149433,681,17,5,4,1.5,No,40,Yes,620
3167,186093,93,15,4,2,2.4,No,120,Yes,470
3168,222645,165,15,5,1,2,Yes,120,Yes,425
3169,15000,341,15,6,2,1.5,Yes,120,Yes,570
3170,238527,763,17,6,1,2.4,No,80,Yes,615
3171,21114,195,15,5,2,1.5,Yes,80,Yes,460
3172,104051,449,17,4,1,2,Yes,40,Yes,490
3173,245157,151,15,5,1,1.5,Yes,300,Yes,460
3174,92025,252,15,5,4,1.5,No,80,No,510
3175,178358,684,17,5,4,1.5,No,80,No,610
3176,15506,51,15,4,2,1.5,Yes,80,Yes,450
3177,10427,56,15,4,2,1.5,Yes,300,No,480
3178,278891,195,15,5,2,1.5,Yes,80,Yes,259
3179,56920,263,15,5,4,2,Yes,300,Yes,685
3180,48599,488,17,4,2,1.5,Yes,300,No,413
3181,208091,585,17,5,1,1.5,No,40,Yes,450
3182,233920,460,17,4,1,2,No,80,No,440
3183,282711,195,15,5,2,1.5,Yes,80,Yes,370
3184,206046,21,15,4,1,2,Yes,120,Yes,410
3185,142079,149,15,5,1,1.5,Yes,120,Yes,415
3186,154202,266,15,5,4,2,No,40,No,495
3187,139847,494,17,4,2,1.5,No,120,No,490
3188,85490,18,15,4,1,2,Yes,40,No,315
3189,63421,441,17,4,1,1.5,No,40,Yes,450
3190,192434,123,15,4,4,2,No,80,Yes,565
3191,201921,36,15,4,1,2.4,Yes,80,No,390
3192,236101,845,17,6,4,2,No,120,Yes,785
3193,53248,283,15,5,4,2.4,No,80,Yes,610
3194,101519,118,15,4,4,2,Yes,120,No,555
3195,106562,385,15,6,4,1.5,Yes,40,Yes,620
3196,211418,75,15,4,2,2,No,80,Yes,375
3197,141128,58,15,4,2,1.5,No,40,No,280
3198,94122,758,17,6,1,2.4,Yes,120,No,625
3199,3640,67,15,4,2,2,Yes,80,Yes,485
3200,285025,296,15,6,1,1.5,Yes,300,No,485
3201,110741,578,17,5,1,1.5,Yes,40,No,430
3202,14124,214,15,5,2,2,Yes,120,No,465
3203,212765,320,15,6,1,2,No,300,No,500
3204,138920,309,15,6,1,2,Yes,120,Yes,520
3205,160888,838,17,6,4,2,Yes,120,No,
3206,268336,547,17,4,4,2,Yes,80,Yes,685
3207,221929,182,15,5,1,2.4,Yes,120,No,425
3208,241102,668,17,5,2,2.4,No,80,No,510
3209,280961,248,15,5,4,1.5,Yes,300,No,610
3210,55417,493,17,4,2,1.5,No,120,Yes,560
3211,134344,77,15,4,2,2,No,120,Yes,415
3212,20561,56,15,4,2,1.5,Yes,300,No,470
3213,91728,9,15,4,1,1.5,No,40,Yes,320
3214,124482,731,17,6,1,1.5,No,80,Yes,580
3215,76955,352,15,6,2,1.5,No,300,No,510
3216,255,291,15,6,1,1.5,Yes,80,Yes,510
3217,83284,492,17,4,2,1.5,No,80,No,480
3218,159645,694,17,5,4,2,Yes,120,No,675
3219,163961,120,15,4,4,2,Yes,300,No,615
3220,33174,346,15,6,2,1.5,No,40,No,410
3221,222023,378,15,6,2,2.4,No,40,No,450
3222,226050,786,17,6,2,2,Yes,40,No,545
3223,58731,665,17,5,2,2.4,No,40,Yes,570
3224,241757,51,15,4,2,1.5,Yes,80,Yes,360
3225,260614,681,17,5,4,1.5,No,40,Yes,620
3226,119872,633,17,5,2,1.5,No,40,Yes,500
3227,51917,610,17,5,1,2.4,Yes,40,No,490
3228,115710,528,17,4,2,2.4,No,300,No,600
3229,135161,244,15,5,4,1.5,Yes,80,No,530
3230,262737,461,17,4,1,2,No,120,Yes,505
3231,64557,627,17,5,2,1.5,Yes,80,Yes,580
3232,30107,350,15,6,2,1.5,No,120,No,480
3233,217395,461,17,4,1,2,No,120,Yes,510
3234,221060,578,17,5,1,1.5,Yes,40,No,415
3235,171111,802,17,6,2,2.4,Yes,40,No,590
3236,47178,858,17,6,4,2.4,No,40,No,700
3237,225496,28,15,4,1,2,No,80,No,315
3238,295998,652,17,5,2,2,No,80,No,
3239,162808,331,15,6,1,2.4,No,80,Yes,
3240,291794,612,17,5,1,2.4,Yes,80,No,350
3241,135960,126,15,4,4,2,No,120,No,535
3242,61649,292,15,6,1,1.5,Yes,80,No,435
3243,33982,222,15,5,2,2,No,120,No,415
3244,224643,505,17,4,2,2,No,40,Yes,475
3245,215432,594,17,5,1,2,Yes,40,No,445
3246,226631,556,17,4,4,2,No,80,No,615
3247,93127,254,15,5,4,1.5,No,120,No,530
3248,14964,15,15,4,1,1.5,No,300,Yes,465
3249,171211,159,15,5,1,1.5,No,300,Yes,315
3250,43030,443,17,4,1,1.5,No,80,Yes,490
3251,117635,77,15,4,2,2,No,120,Yes,415
3252,280386,770,17,6,2,1.5,Yes,40,No,510
3253,268280,452,17,4,1,2,Yes,80,No,
3254,245610,459,17,4,1,2,No,80,Yes,490
3255,149493,481,17,4,2,1.5,Yes,40,Yes,490
3256,183514,348,15,6,2,1.5,No,80,No,400
3257,49733,802,17,6,2,2.4,Yes,40,No,620
3258,69829,393,15,6,4,1.5,No,40,Yes,600
3259,92219,85,15,4,2,2.4,Yes,120,Yes,520
3260,266683,630,17,5,2,1.5,Yes,120,No,343
3261,193846,20,15,4,1,2,Yes,80,No,340
3262,141038,267,15,5,4,2,No,80,Yes,585
3263,260315,278,15,5,4,2.4,Yes,120,No,420
3264,268299,424,15,6,4,2.4,Yes,300,No,740
3265,170449,341,15,6,2,1.5,Yes,120,Yes,500
3266,151980,225,15,5,2,2.4,Yes,40,Yes,460
3267,258589,543,17,4,4,1.5,No,300,Yes,720
3268,237469,314,15,6,1,2,No,40,No,375
3269,128950,546,17,4,4,2,Yes,40,No,595
3270,160144,237,15,5,2,2.4,No,120,Yes,350
3271,181886,235,15,5,2,2.4,No,80,Yes,480
3272,133954,794,17,6,2,2,No,40,No,555
3273,274803,301,15,6,1,1.5,No,120,Yes,
3274,95723,603,17,5,1,2,No,80,Yes,530
3275,121576,332,15,6,1,2.4,No,80,No,480
3276,21522,197,15,5,2,1.5,Yes,120,Yes,336
3277,53994,369,15,6,2,2.4,Yes,40,Yes,570
3278,231817,48,15,4,1,2.4,No,300,No,445
3279,55595,465,17,4,1,2.4,Yes,40,Yes,520
3280,119594,481,17,4,2,1.5,Yes,40,Yes,500
3281,90074,140,15,4,4,2.4,No,80,No,540
3282,233992,122,15,4,4,2,No,40,No,475
3283,279085,775,17,6,2,1.5,Yes,300,Yes,680
3284,129479,460,17,4,1,2,No,80,No,455
3285,190034,243,15,5,4,1.5,Yes,80,Yes,580
3286,285875,772,17,6,2,1.5,Yes,80,No,550
3287,47758,686,17,5,4,1.5,No,120,No,630
3288,289590,481,17,4,2,1.5,Yes,40,Yes,460
3289,33184,24,15,4,1,2,Yes,300,No,445
3290,157976,438,17,4,1,1.5,Yes,120,No,465
3291,214354,134,15,4,4,2.4,Yes,120,No,580
3292,25137,29,15,4,1,2,No,120,Yes,420
3293,291003,469,17,4,1,2.4,Yes,120,Yes,550
3294,78667,312,15,6,1,2,Yes,300,No,535
3295,203753,141,15,4,4,2.4,No,120,Yes,610
3296,51896,59,15,4,2,1.5,No,80,Yes,273
3297,206047,363,15,6,2,2,No,80,Yes,475
3298,70083,313,15,6,1,2,No,40,Yes,450
3299,18255,356,15,6,2,2,Yes,80,No,515
3300,66476,344,15,6,2,1.5,Yes,300,No,540
3301,134355,750,17,6,1,2,No,120,No,575
3302,29246,221,15,5,2,2,No,120,Yes,475
3303,111013,175,15,5,1,2,No,300,Yes,480
3304,144450,583,17,5,1,1.5,Yes,300,Yes,595
3305,104232,182,15,5,1,2.4,Yes,120,No,445
3306,132911,132,15,4,4,2.4,Yes,80,No,560
