tweet_id,author_id,inbound,created_at,text,response_tweet_id,in_response_to_tweet_id
1207,115923,TRUE,Tue Oct 31 07:46:40 +0000 2017,"@VirginTrains For at least the third time this year, I will miss the meeting I especially took the train for in the first place. So often late. No refund because it ""doesn't qualify"". Next season = car.",1206,
1209,115924,TRUE,Tue Oct 31 22:15:54 +0000 2017,"@VirginTrains Thanks, we are an hour away so fingers crossed!!",,1208
1194,115924,TRUE,Tue Oct 31 22:13:25 +0000 2017,@VirginTrains We are enroute to Preston Now from Euston. Will we have to wait it out?,"12,081,210",1189
1212,115925,TRUE,Tue Oct 31 22:24:22 +0000 2017,I really hadthe WORST experience ever from start to finish with @SouthwestAir  will never fly internationally again with them,1211,
1214,115926,TRUE,Tue Oct 31 22:20:26 +0000 2017,Celebrated Halloween on a @southwestair flight with my pumpkin spice @15890 and a delicious (free) @115927 O… https://t.co/GGPGaaFVq2 https://t.co/gnCxPEsaEv,1213,
1216,115928,TRUE,Tue Oct 31 22:09:15 +0000 2017,Thanks to the wonderful @SouthwestAir crews of flights 1732 &amp; 560 for getting us from Sacramento to KC safe and sound! #YouRock,1215,
1218,115929,TRUE,Wed Nov 01 00:59:26 +0000 2017,@SouthwestAir Its working again,1220,1217
1219,115929,TRUE,Tue Oct 31 22:19:34 +0000 2017,@SouthwestAir consider this your 1st reported error,1217,1221
1223,115929,TRUE,Tue Oct 31 22:08:55 +0000 2017,@SouthwestAir is down on the my account page 😑😑,1221,
1225,115930,TRUE,Wed Nov 22 10:01:38 +0000 2017,@AskeBay sure will do. Getting refunded by the sellers in the meantime.,1227,1224
1226,115930,TRUE,Tue Nov 21 21:58:05 +0000 2017,"Change your @115931 password and turn on two-step verification or else you, too, may receive a paypal receipt for a van reversing camera with a random delivery address in Walthamstow.",1224,
1229,115932,TRUE,Tue Oct 31 22:17:25 +0000 2017,Best part of my Halloween? Free drinks on all my @SouthwestAir flights for the holiday👻It’s spooktacular.,1228,
1231,115933,TRUE,Tue Oct 31 22:17:48 +0000 2017,"@SouthwestAir Me to! I'm super excited, get to try this entire trip all over again, and at least this time I know I'll have the best time due to y'all ☺️",1230,1232
1233,115933,TRUE,Tue Oct 31 22:11:36 +0000 2017,"@SouthwestAir You'll be seeing me at the end of this month for the concert I missed my flight for because of American Airlines, thank you again guys 💕",1232,1234
1235,115933,TRUE,Tue Oct 31 00:06:08 +0000 2017,"@SouthwestAir You guys are amazing, seriously thank you from the bottom of my heart!",1234,1236
1237,115933,TRUE,Mon Oct 30 18:10:11 +0000 2017,"@SouthwestAir You guys helped me so much trying to get me on a flight that was not even through yours, amazing company, amazing people, thank you so much💕",1236,1238
1239,115933,TRUE,Fri Oct 27 15:28:34 +0000 2017,@SouthwestAir helped me out to try to get through to my flight when my @AmericanAir didn't and my flight was with AA. Wow. Loss for words,"12,401,238",
1222,115929,TRUE,Tue Oct 31 22:19:19 +0000 2017,"@SouthwestAir yup all 400 errors, even turned off my ad blocker",,1221
1242,115934,TRUE,Tue Oct 31 22:08:34 +0000 2017,@SouthwestAir Why would we be receiving errors when we try to check-in? Our flight takes off at 4 but we keep getting error messages...,1241,
1244,115935,TRUE,Tue Oct 31 22:08:25 +0000 2017,"I’d fly @SouthwestAir any day of the year, but they make #Halloween really fun to travel on 🎃💀👻",1243,
1246,115936,TRUE,Tue Nov 21 21:24:33 +0000 2017,EVERYTIME i sell something on @115937 @AskeBay the bid comes back as fraudulent and i have to repost.  7 days wasted.  I’m done.  Ugh.,1245,
1248,115938,TRUE,Wed Nov 22 08:40:46 +0000 2017,"@AskeBay The item has been marked as delivered, and the system would not let me contact ebay customer service directly. It was not sellers fault, it was mismanaged somewhere between shipment and delivery. Still file a claim?",1250,1247
1250,115938,TRUE,Wed Nov 22 08:41:35 +0000 2017,@AskeBay Need to contact customer service directly. Please DM contact email for customer service,1251,1248
1252,115938,TRUE,Wed Nov 22 10:29:17 +0000 2017,"@AskeBay Ok, thank you for your help, I'll do that.",1253,1251
1254,115938,TRUE,Fri Nov 24 23:54:13 +0000 2017,"@AskeBay I have further questions about my eBay transaction- I DM'ed to explain, thanks",1255,1253
1256,115938,TRUE,Sat Nov 25 21:40:54 +0000 2017,@AskeBay Thanks!!,,1255
1257,115938,TRUE,Wed Nov 29 17:29:20 +0000 2017,@AskeBay Need further assistance about situation- I DMed the recap and update. Thanks in advance!,,1255
1249,115938,TRUE,Tue Nov 21 21:19:30 +0000 2017,"@AskeBay need assistance. Bought item, due to be delivered Saturday. Never received item, despite being marked as delivered. No response from seller, delivery services cannot assist with lost/missing package. Please advise.",1247,
1259,115939,TRUE,Sat Nov 04 12:35:35 +0000 2017,@hulu_support Getting to the lists of episodes.  It’s not difficult.  Just way more annoying.  Plus you can’t see as many choices on screen at once.,1261,1258
1262,115939,TRUE,Tue Nov 07 00:20:46 +0000 2017,@hulu_support Thanks,,1261
1260,115939,TRUE,Mon Oct 30 01:02:34 +0000 2017,@hulu_support   @115940 my wife and I hate the new  interface.    Enjoy the content but getting their is a horrible experience,1258,
1264,115941,TRUE,Mon Oct 30 00:59:06 +0000 2017,@hulu_support Hi! Someone changed my password (hacked). Asked reset link x 3 over an hour ago - no email. Not in junk. What can I do?,1263,
1266,115943,TRUE,Thu Nov 09 03:28:28 +0000 2017,"@hulu_support @115942 I think we understand HOW it works, it's just frustrating that it USED to be much more user-friendly before this update.",1268,1265
1268,115942,TRUE,Thu Nov 09 03:33:00 +0000 2017,@115943 @hulu_support Yep. This,,1266
1267,115942,TRUE,Mon Oct 30 01:03:21 +0000 2017,@hulu_support It’s not intuitive. Takes me too long to find the episode I want instead of the episode presented to me.,1265,1269
1270,115942,TRUE,Sat Oct 28 08:56:02 +0000 2017,@115944 @115940 Yep. Challenging. Frustrating. Things you don’t need when you’re just trying to watch Bob’s Burgers.,1269,1271
1271,115944,TRUE,Sat Oct 28 06:34:41 +0000 2017,@115942 @115940 It's....very challenging.,1270,1272
1272,115942,TRUE,Sat Oct 28 04:10:19 +0000 2017,I feel it’s important to remind @115940 that its new interface has made watching what you want to watch nearly impossible. Zero stars.,1271,
1274,115945,TRUE,Tue Oct 31 22:43:10 +0000 2017,@hulu_support Sounds like generic #yourenotgonnafixit replh,1276,1273
1275,115945,TRUE,Tue Oct 31 22:12:54 +0000 2017,Love @115940 but lost home internet&amp; just learned can’t Mirror Hulu on iPad hdmi adapter. Wanted to get Hulu live. Guess I’ll have to cancel all of Hulu &amp; look at @115946 or something like that 😢 why #Hulu why???,1273,
1278,115947,TRUE,Mon Oct 30 00:50:40 +0000 2017,@115940 What if you do like @115948 and @115888 and have a student discount,1277,1279
1279,115947,TRUE,Wed Oct 25 18:29:19 +0000 2017,@115940 i am a college student why can’t i still use my Mom’s/family account while I’m away at college,"12,781,280",
1282,115949,TRUE,Tue Oct 31 22:37:28 +0000 2017,@GWRHelp Do u expect people to travel with a compass???,1284,1281
1283,115949,TRUE,Tue Oct 31 22:28:01 +0000 2017,@GWRHelp boarding the 22:45 from pad to swindon. Where in reading do I have to go for the bus?dont usually find staff to help!!!,1281,
1286,115950,TRUE,Thu Nov 09 00:48:24 +0000 2017,@sprintcare If it was concerning I wouldn’t have to be tweeting you so much over the last few years,,1285
1287,115950,TRUE,Thu Nov 09 00:41:07 +0000 2017,@sprintcare Well if you could fix your fucking potato towers out here in Albuquerque that would be a start. https://t.co/qyDs2dbgQI,1289,1285
1290,115950,TRUE,Thu Nov 09 01:03:43 +0000 2017,@sprintcare Just fix it,,1289
1288,115950,TRUE,Tue Oct 31 22:19:21 +0000 2017,@115714 fuck you fix my connection,1285,
1292,115712,TRUE,Tue Oct 31 22:30:09 +0000 2017,@sprintcare I've sent several private messages!!! and no one responds!,1294,1291
1295,115712,TRUE,Tue Oct 31 22:34:55 +0000 2017,@sprintcare I sent it twice now to apparently noone!,,1294
1293,115712,TRUE,Tue Oct 31 22:24:51 +0000 2017,@115714 @sprintcare how can I get in touch with someone that matters at Spring Corporate,"129,112,961,297",
1299,115951,TRUE,Tue Oct 31 22:22:31 +0000 2017,@115913 I'm a #TMobile customer getting the runaround from @115714 to unlock ported phones. Now my kids don't have phones 2nite. Help!,"129,813,001,301",
1303,115952,TRUE,Tue Oct 31 22:13:34 +0000 2017,"@115714 After those 12 months, if you decided to upgrade what happens to the remaining 6 months if you’re on a 18 mo Flex lease like me?",1302,1304
1304,115714,TRUE,Fri Oct 20 22:16:05 +0000 2017,"Save big our best-selling phones, &amp; get FREE Upgrades to any phone after 12 consecutive on-time payments https://t.co/yvX1tLnLlZ","1,303,130,513,061,300,000,000,000,000",
1312,115953,TRUE,Tue Oct 31 22:12:28 +0000 2017,@115714 you wanna actually turn on your internet towers to work or nah?,1311,
1314,115954,TRUE,Tue Oct 31 22:28:05 +0000 2017,@115955 I need you idiots to stop sending me to collections. YOU owed ME money. I owe you nothing. Get your shit together.,1313,
1316,115956,TRUE,Tue Oct 31 22:05:37 +0000 2017,"@Ask_Spectrum You don’t follow me so I can’t never mind we’ll call but gotta say @11 was great, jury still out on @12",1315,1317
1318,115956,TRUE,Tue Oct 31 21:42:48 +0000 2017,@Ask_Spectrum Will be happy to discuss my problem in DM but not thru link you sent,1317,1319
1321,115956,TRUE,Tue Oct 31 21:24:21 +0000 2017,"@Ask_Spectrum having trouble with a cable box, can you help?",1319,
1323,115718,TRUE,Tue Oct 31 22:18:02 +0000 2017,I’ll do it LIVE so there is no confusion. Paul Garrison 850.266.3576 https://t.co/5GI1Wh765p,1322,
1325,115957,TRUE,Mon Oct 30 15:54:45 +0000 2017,@sainsburys what are you doing to reduce the use of single use plastic in the product lines you carry? #reducewaste,"13,241,326",
1328,115958,TRUE,Tue Oct 31 22:20:00 +0000 2017,don’t forget to cop your $3 @Chipotletweets burrito today ✨ https://t.co/Yho0pkQhbI,1327,
1330,115959,TRUE,Tue Oct 31 22:19:55 +0000 2017,Thanks @ChipotleTweets for the $3 burrito bowl! #halloweentreats https://t.co/wjIdjvNvti,1329,
1332,115960,TRUE,Tue Oct 31 22:32:09 +0000 2017,@ChipotleTweets nope just laziness.,,1331
1333,115960,TRUE,Tue Oct 31 22:19:33 +0000 2017,@ChipotleTweets I didn't know my boy ordered half a bowl... #WheresTheRice? https://t.co/Qmqiy3nYIg,1331,
1335,115961,TRUE,Tue Oct 31 22:48:02 +0000 2017,"@ChipotleTweets We got two burritos, chips and queso. 👍🏼",1337,1334
1336,115961,TRUE,Tue Oct 31 22:19:32 +0000 2017,Getting that 3 buck burrito from @ChipotleTweets is becoming a tradition on Halloween #thebest,1334,
1339,115962,TRUE,Tue Oct 31 22:18:36 +0000 2017,Shoutout to @ChipotleTweets for doing the $3 deal. 🙏🏼,1338,
1341,115963,TRUE,Tue Oct 31 22:18:06 +0000 2017,nothing but the most respect for @ChipotleTweets and this $3 BOOrito,1340,
1343,115964,TRUE,Tue Oct 31 22:17:59 +0000 2017,🎃Thanks @ChipotleTweets for my $3 burrito bowl 👻 tonight! https://t.co/gHVOXof7SG,1342,
1345,115965,TRUE,Tue Oct 31 22:16:46 +0000 2017,"@ChipotleTweets cant order online, says ""cannot connect to chipotle supercomputer."" on the app.",1344,1346
1354,115966,TRUE,Tue Oct 31 22:16:09 +0000 2017,Going to @ChipotleTweets expecting a $3 boorito w/o wearing a costume is like going trick or treating w/o a costume &amp; expecting candy. #no,1353,
1356,115967,TRUE,Tue Oct 31 22:16:02 +0000 2017,Halloween isn’t complete unless you get your @ChipotleTweets bowl with guacamole for $3 for wearing a costume! #buzzlightyear #halloween,1355,
1358,115968,TRUE,Tue Oct 31 22:23:55 +0000 2017,Wore my @79588 hoodie to @ChipotleTweets w/whole family in costume &amp; it scored me my boo-rito bowl for $3 😄🎃 #ScientistForHalloween https://t.co/lqBOtbjAmL,1357,
1360,115969,TRUE,Tue Oct 31 22:43:53 +0000 2017,"@ChipotleTweets I'm not frustrated, just sad. But thanks for the compassion.",1362,1359
1361,115969,TRUE,Tue Oct 31 22:15:04 +0000 2017,Hey @ChipotleTweets why don't you have chorizo anymore it was the best thing on the menu,1359,
1364,115970,TRUE,Tue Oct 31 22:14:52 +0000 2017,Oh what a Happy Halloween it is 🙌🏼 @ChipotleTweets https://t.co/UvC4oAnUwE,"13,631,365",
1367,115971,TRUE,Tue Oct 31 22:14:03 +0000 2017,Boorito!!! One of my favorite Halloween traditions. ❤️👻✨🥑🌽🥗 @ChipotleTweets https://t.co/rLKJ3uvw7c,1366,
1369,115972,TRUE,Tue Oct 31 22:14:00 +0000 2017,i just spent $3.00 even on a boorito from @ChipotleTweets 😍,1368,
1371,115973,TRUE,Tue Oct 31 22:13:38 +0000 2017,"My favorite holiday... $3 booritos at Chipotyay! @chipotletweets 🎃🌯👻
#chipchiphooray #chipotyay… https://t.co/MC6QVqAt1z",1370,
1373,115974,TRUE,Tue Oct 31 22:12:12 +0000 2017,I guess my soccer player costume wasn't good enough for a $3 burrito @ChipotleTweets,1372,
1375,115975,TRUE,Tue Oct 31 22:11:47 +0000 2017,.@ChipotleTweets app doesn’t work anymore in the 6ix. Lame.,1374,
1377,115976,TRUE,Tue Oct 31 22:11:30 +0000 2017,@ChipotleTweets aye can i do double meat for my boorito and still only pay $3?,1376,
1379,115977,TRUE,Wed Nov 01 00:41:14 +0000 2017,@ChipotleTweets Woohoo! I'm gonna be first in line. 😄,1381,1378
1382,115977,TRUE,Fri Nov 03 15:50:29 +0000 2017,@ChipotleTweets Hey! Did things go to plan? Just checking if your W. Broadway location in Vancouver is open today...,1383,1381
1380,115977,TRUE,Tue Oct 31 22:11:00 +0000 2017,Hey @ChipotleTweets! Any word on when your 532 W. Broadway location in Vancouver will open? Can't wait any more!! #YVRfood #lunchtime,1378,
1385,115978,TRUE,Tue Oct 31 23:08:10 +0000 2017,"@ChipotleTweets No costume, Becky. No one wanted to be Shrek with me. Tis a sad, sad Tuesday☹️",1387,1384
1386,115978,TRUE,Tue Oct 31 22:09:35 +0000 2017,I think this is the first time since its birth that I haven’t gone to @ChipotleTweets on Halloween for my annual boorito 😞,"138,813,841,389",
1391,115979,TRUE,Tue Oct 31 22:09:35 +0000 2017,When you go to @ChipotleTweets dressed as a soccer player and don't get 3$ burritos,1390,
1393,115980,TRUE,Tue Oct 31 22:23:54 +0000 2017,@ChipotleTweets Pray for me Becky,1395,1392
1394,115980,TRUE,Tue Oct 31 22:09:29 +0000 2017,It's Halloween and my total at @ChipotleTweets was $6.66.....,"13,961,392",
1398,115981,TRUE,Tue Oct 31 22:09:25 +0000 2017,I think my family hates me! They made me get @ChipotleTweets on Halloween! #3dollarburrito,1397,
1400,115982,TRUE,Tue Oct 31 23:08:22 +0000 2017,@ChipotleTweets it was becky it was.,,1399
1401,115982,TRUE,Tue Oct 31 22:08:52 +0000 2017,i just walked into @ChipotleTweets wearing my mermaid man costume to get a $3 burrito &amp; I’ve never felt more alive,1399,
1403,115983,TRUE,Tue Oct 31 22:07:52 +0000 2017,If you don't pull out that old costume and get a $3 burrito from @ChipotleTweets you are crazy.,1402,
1405,115984,TRUE,Tue Oct 31 22:07:50 +0000 2017,Looking to get a @ChipotleTweets burrito for $3 🌯💀 https://t.co/6xGry0hKUC,"14,041,406",
1408,115985,TRUE,Tue Oct 31 22:07:45 +0000 2017,A burrito bowl from @ChipotleTweets for just $3...heck yes!! From now till close go in w/ your Halloween costume and get the deal. #12News https://t.co/3LgsDiLruM,"14,091,410,140,714,100,000,000,000,000,000",
1417,115986,TRUE,Tue Oct 31 23:27:12 +0000 2017,"@ChipotleTweets Thanks, Becky! We were able to go back to Chipotle at 4pm and got our BOOritos.",1419,1416
1418,115986,TRUE,Tue Oct 31 22:06:18 +0000 2017,@ChipotleTweets Just got ghosted by Chipotle :( Went in at 3pm and was told we had to wait another hour for #BOOritos! UnBOOlievable.,1416,
1421,115987,TRUE,Tue Oct 31 22:03:40 +0000 2017,"@ChipotleTweets is extra meat, guac, and queso included in the boorito?",1420,
1423,115988,TRUE,Tue Oct 31 22:32:51 +0000 2017,@VerizonSupport no! it just says amount due $27.04,"14,251,426",1422
1426,115988,TRUE,Tue Oct 31 22:33:35 +0000 2017,@VerizonSupport All outstanding dues before 20th sept has been paid off,,1423
1424,115988,TRUE,Tue Oct 31 22:23:37 +0000 2017,Why am I still receiving a bill for oct when I disconnected by account on sept 20th? pls advise &amp; reverse the charges. @115722,1422,
1428,115989,TRUE,Tue Oct 31 22:22:28 +0000 2017,"@VerizonSupport ever since I upgraded to Ulimited Data, my LTE speeds are TERRIBLE 😡 Is there a fix?!",1427,
1430,115991,TRUE,Tue Oct 31 22:17:08 +0000 2017,@verizonsupport why tf does my internet keep going down this is bullshit,1429,
1432,115992,TRUE,Tue Oct 31 17:44:33 +0000 2017,@115993 @AskPayPal “If I don’t provide the required information by 15 Feb 1970” https://t.co/zTVGb15FH6,1431,
1434,115994,TRUE,Tue Oct 31 17:42:26 +0000 2017,THANK YOU!!! @ASKPAYPAL YOU ARE A REAL MVP!!!,1433,
1436,115995,TRUE,Tue Oct 31 16:50:25 +0000 2017,@115996 can you please help me recovering my hard earned money i lost in a cyber crime on @115993 . PayPal case ID is PP-006-234-348-863,1435,
1438,115997,TRUE,Tue Oct 31 16:53:00 +0000 2017,"@AskPayPal Hello, I'd like to add tracking info to my invoice but the ""Add tracking info"" link always lead to blank page. Please help.",1437,
1440,115998,TRUE,Tue Oct 31 16:54:36 +0000 2017,@115993 are you kidding me with this customer service! It’s terrible.,1439,
1442,115999,TRUE,Tue Oct 31 22:22:32 +0000 2017,"@AskPayPal I set up a paypal account before i was 18. Fair play, my bad. Was wondering if i could shut down the account so i can restart it now im 18?",1444,1441
1445,115999,TRUE,Tue Oct 31 22:40:43 +0000 2017,@AskPayPal I am 18,1446,1444
1443,115999,TRUE,Tue Oct 31 16:40:07 +0000 2017,@AskPayPal i have a serious problem i need help with.,1441,
1448,116000,TRUE,Tue Oct 31 16:38:45 +0000 2017,@AskPayPal Been locked out of my account for 2 hrs. 2 different agents have “reset my account for me” &amp; still no dice as soon as they get off phone,1447,1449
1449,116000,TRUE,Tue Oct 31 16:37:34 +0000 2017,"Good morning, a @AskPayPal customer service rep just made me cry.",1448,
1451,116001,TRUE,Tue Oct 31 12:02:26 +0000 2017,@AskPlayStation can you dm me I have a question,1450,
1453,116002,TRUE,Tue Oct 31 22:32:18 +0000 2017,@AskPlayStation It’s ok I fixed it thanks,1455,1452
1454,116002,TRUE,Tue Oct 31 11:46:53 +0000 2017,@AskPlayStation but out of the games the buttons work solutions?,1452,1456
1456,116002,TRUE,Tue Oct 31 11:46:25 +0000 2017,@AskPlayStation My PS4 lets me load up games but then I can’t do anything in them eg Fortnite can’t press X to continue,1454,
1458,116003,TRUE,Tue Oct 31 10:53:49 +0000 2017,"@AskPlayStation compre una tarjeta de 50$, la metí y no se me acreditaron los 50$, me sale que revise los términos. ¿Que hago?",1457,
1460,116004,TRUE,Tue Oct 31 11:17:00 +0000 2017,Yo my PS4 has been turning on by itself recently and constantly ejecting the game disc that's in. What the heck is going on? @AskPlayStation,1459,
1462,116005,TRUE,Tue Oct 31 22:20:03 +0000 2017,@AskPlayStation My account is telling me to reset my password but i dont know my date of birth but i know my password for the account. help,1461,
1464,116006,TRUE,Fri Nov 03 04:59:32 +0000 2017,"@AskPlayStation my psn id quochuy046, can you help me? Or can I email someone a try for help? live chat on web block me? wtf?",,1463
1465,116006,TRUE,Fri Nov 03 04:58:56 +0000 2017,"@AskPlayStation I have followed your instructions, but not, my ps4 has set up automatic download, and find in library there is no diablo 3 nercromancer",,1463
1466,116006,TRUE,Tue Oct 31 09:47:04 +0000 2017,"@AskPlayStation  i have bought dlc diablo 3 necromancer and hav phys disc D3 ROS but when i click necromaner pack on game , dont download https://t.co/JDdn50e0wo","14,631,467",
1469,116007,TRUE,Tue Oct 31 22:16:38 +0000 2017,"@AskPlayStation Less a billing issue (I updated the exp date in acct), more ps+ wasn't able to renew. How do i make sure it stays current/not lose anything?",1468,1470
1471,116007,TRUE,Tue Oct 31 21:53:35 +0000 2017,"@AskPlayStation not sure why my CC in my acct had an incorrect date, but my renewal for ps+ failed. How can I correct this?",1470,
1473,116008,TRUE,Tue Oct 31 19:11:31 +0000 2017,@AskPlayStation please help,1472,1474
1474,116008,TRUE,Tue Oct 31 09:37:54 +0000 2017,@AskPlayStation hi I accidentally bought a psp game on the PlayStation store thinking it was for ps3. I don’t have a psp. can I return it?,1473,
1476,116009,TRUE,Tue Oct 31 09:16:47 +0000 2017,I preordered the standard edition of cod ww2. Can I change it to deluxe edition somehow @AskPlayStation,1475,
1478,116010,TRUE,Tue Oct 31 22:12:49 +0000 2017,@AskPlayStation someone got to my account and changed the email,1477,
1480,116011,TRUE,Tue Oct 31 20:09:40 +0000 2017,@HPSupport [Laserjet Pro M102w will not print. Drivers install and windows finds printer but I get an error] #hpcswus #hpprnt,"1,479,148,114,821,480",
1485,116012,TRUE,Tue Oct 31 19:49:44 +0000 2017,@HPSupport Im sending my notebook in for hard drive replacement. Is it alright if I format the drive to factory defaul first? #hpcswus #hppc,"14,841,486",
1488,116013,TRUE,Tue Oct 31 19:43:35 +0000 2017,@HPSupport I would like to speak to a technician #hpsa #hpprnt,"14,871,489",
1491,116014,TRUE,Tue Oct 31 22:56:40 +0000 2017,"@ChaseSupport Sounds good, thanks!",,1490
1492,116014,TRUE,Tue Oct 31 22:15:52 +0000 2017,Hi @ChaseSupport do I have to go through the Chase Online Ultimate Rewards webpage to get the extra cash back when I shop?,"14,901,493",
1495,116015,TRUE,Tue Oct 31 21:00:04 +0000 2017,"I've had some ups and downs from banking with Chase, but lately they've been really good to me. So shoutout to you @116016 👏✊",1494,
1497,116017,TRUE,Tue Oct 31 21:58:55 +0000 2017,Hey @116016 we're gonna need to talk about all these pending charges that keep going through my account 5 days after the transaction was made.... I'm getting real irritated.,1496,
1499,116018,TRUE,Tue Oct 31 22:01:14 +0000 2017,"@ChaseSupport Just got off the phone with them, you guys were great!",1498,1500
1501,116018,TRUE,Tue Oct 31 21:24:22 +0000 2017,@ChaseSupport Thanks guys!,1500,1502
1504,116018,TRUE,Tue Oct 31 20:53:38 +0000 2017,"@ChaseSupport I couldn't find an e-mail online. You have my apartment address but not my number, how can I update that to ensure the card gets to me?",1502,1505
1505,116018,TRUE,Tue Oct 31 20:52:49 +0000 2017,"@ChaseSupport I applied for a credit card and but i was never asked for my apt #, tried calling but couldn't get past your automated system.",1504,
1507,116019,TRUE,Tue Oct 31 22:28:51 +0000 2017,@CoxHelp Had to push hard but finally got a team lead to reach out to on-call tech. Outage issue solved; #CSIssue not #CSFail,,1506
1508,116019,TRUE,Tue Oct 31 21:33:28 +0000 2017,Next day turnaround on an outage issue? @CoxHelp for the #CSFail when it comes to dealing with outages #CSFail #OutageProbs,1506,
1510,116020,TRUE,Tue Oct 31 21:23:01 +0000 2017,@CoxHelp It needs to be fixed. Permanently. Now.,1509,1511
1513,116020,TRUE,Tue Oct 31 05:30:24 +0000 2017,"So @116021 is back fucking me again with my BUSINESS plan internet.

Super cool company.

I don't recommend.",1511,
1515,116022,TRUE,Tue Oct 31 21:24:00 +0000 2017,I’d like at least one month to go by where I don’t have to say how crappy the service is with @116021 in #Vegas &amp; how much I despise them,1514,
1517,116023,TRUE,Tue Oct 31 23:06:00 +0000 2017,@CoxHelp I just did.,1519,1516
1518,116023,TRUE,Tue Oct 31 21:12:40 +0000 2017,@CoxHelp Been lookong forward to binge on #StrangerThingsSeason2 just hope we have internet. a lot of outages in the neighborhood lately.,1516,
1521,116024,TRUE,Tue Oct 31 21:44:33 +0000 2017,"@116021 Seems like my problem has been resolved, the technicians you sent to the house were very capable and surpassed expectations",1520,
1523,116025,TRUE,Tue Oct 31 22:32:50 +0000 2017,@AskeBay I have contacted seller but my question to you is when will I receive my product. Your customer service says may be the awb no.  is wrong.,,1522
1524,116025,TRUE,Tue Oct 31 22:34:51 +0000 2017,@AskeBay I don't care about that I want my product. . I wish I had not opted ebay.but in future I am not going to choose eBay . Because Its the worst,1526,1522
1527,116025,TRUE,Tue Oct 31 22:50:55 +0000 2017,@AskeBay I haven't received it as of yet. And I have a contract with you for the delivery of product not with seller.,,1526
1528,116025,TRUE,Tue Oct 31 22:51:00 +0000 2017,"@AskeBay So, instead of telling me to contact the seller you guys should contact the seller.",1529,1526
1530,116025,TRUE,Tue Oct 31 23:03:26 +0000 2017,@AskeBay I haven't received anything as of yet. I'll contact seller tomorrow morning. But your service is pathetic.,1531,1529
1532,116025,TRUE,Wed Nov 01 05:15:31 +0000 2017,@AskeBay I would appreciate that I got the refund of my previous damaged product from eBay. But where are the timelines for delivery.,,1531
1533,116025,TRUE,Wed Nov 01 05:12:32 +0000 2017,@AskeBay The email address associated with my account is __email__ .,,1531
1534,116025,TRUE,Wed Nov 01 05:12:11 +0000 2017,@AskeBay I'm not looking for the refund. Just check my account and you would yourself condemn your service and worst packing .,,1531
1535,116025,TRUE,Wed Nov 01 05:08:18 +0000 2017,@AskeBay And I haven't received it yet so in layman terms you can say I'm Waiting for it from 9th of Oct. How much time can I wait.,,1531
1536,116025,TRUE,Wed Nov 01 05:07:29 +0000 2017,@AskeBay and so you have provided me the refund for that. But as I was mad about this product so I ordered the same product on 21st .,,1531
1537,116025,TRUE,Wed Nov 01 05:06:43 +0000 2017,@AskeBay I am looking for the product. Let me tell you something. I bought a similar product on 9th of this month. But that was damaged  .,"15,381,539",1531
1540,116025,TRUE,Fri Nov 03 07:22:07 +0000 2017,@AskeBay And check with your team. Or else keep my fucking money as you guys have stressed me out. ?@61113,,1538
1541,116025,TRUE,Fri Nov 03 07:20:37 +0000 2017,@AskeBay @2598 kindly check the above message and do the needful for your worst service.,,1538
1525,116025,TRUE,Tue Oct 31 22:04:00 +0000 2017,"@115937 Estimated delivery Wed, 25 Oct - Fri, 27 Oct
You have paid using PaisaPay on 21/10/17. 
but i havent received it yet on 1/11/17.",1522,
1543,116026,TRUE,Tue Oct 31 22:38:35 +0000 2017,@AskeBay I did that they closed my case have I lost £120 pounds now because of eBay theft and eBay does not care,1545,1542
1546,116026,TRUE,Tue Oct 31 23:24:09 +0000 2017,@AskeBay The delivery company is saying they delivered it to my street won't give address the seller is saying she has proof but no one will show me,1547,1545
1544,116026,TRUE,Tue Oct 31 22:04:56 +0000 2017,@AskeBay what option do I have if I bought something on eBay and wasn't delivered and eBay closed my claim to get the money back?,"15,421,548",
1550,116027,TRUE,Tue Oct 31 21:29:15 +0000 2017,@AskeBay How do I setup automatic declines? Its not listed in your help centre and I’m struggling to find the settings,1549,1551
1553,116027,TRUE,Tue Oct 31 13:49:03 +0000 2017,@AskeBay can you remove the best offer facility from buy it now items?? I am selling items that I do not wish to offer ‘best offer’,1551,
1555,116028,TRUE,Wed Oct 25 10:01:06 +0000 2017,@116029 How can I change my work Dropbox account back to a personal account? I tested the trial version now I want my account to be personal again.,"15,541,556",1557
1557,116029,TRUE,Wed Oct 25 09:03:25 +0000 2017,We’re excited to announce the University of Cambridge is using Dropbox Business to power collaboration. https://t.co/SBIyDSyCDK https://t.co/3f69m3x5gF,1555,
1559,116030,TRUE,Tue Oct 24 16:34:36 +0000 2017,@116029 FYI was on your solutions/marketing of DB Business and noticed the read the eBook link is broken... https://t.co/aRWCfgYMoO,1558,
1561,116031,TRUE,Tue Oct 31 16:14:06 +0000 2017,"@DropboxSupport Please do! “As a user, I would like to hide irrelevant or old contacts from suggestions, in order to make room for relevant ones.” :)",1560,1562
1563,116031,TRUE,Mon Oct 30 20:25:50 +0000 2017,"@DropboxSupport How do I remove the suggested contacts in ""Invite people to Paper"" column? I don't have any third party contacts connected.",1562,
1565,116032,TRUE,Tue Oct 31 21:37:19 +0000 2017,@VirginAtlantic can you please update my tier points on my account - thanks.,1564,
